id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,accuracy,trialtype,colourfreq,credits
66,24,0,,Practice,1,NA,5.119945853948593e-06,1.572619559476152,"[98, 0, 156]",156,l,0.9231875631958246,1,colour,0.5,4
66,24,0,,Practice,2,NA,2.079470104770735,2.836604612413794,"[63, 0, 191]",191,a,0.23385273665189743,0,colour,0.5,4
66,24,0,,Practice,3,NA,3.3451502677053213,8.108575272373855,"[3, 0, 251]",251,a,4.239030226832256,1,colour,0.5,4
66,24,0,,Practice,4,NA,8.627764203120023,9.804636583197862,"[70, 0, 184]",184,l,0.6535433474928141,1,colour,0.5,4
66,24,0,,Practice,5,NA,10.315356264589354,11.26061137393117,"[51, 0, 203]",203,a,0.4220907043199986,0,colour,0.5,4
66,24,0,,Practice,6,NA,11.76827560341917,12.684898159466684,"[25, 0, 229]",229,a,0.39321160363033414,1,colour,0.5,4
66,24,0,,Practice,7,NA,13.205756206531078,13.804560570977628,"[27, 0, 227]",227,a,0.0758534234482795,1,colour,0.5,4
66,24,0,,Practice,8,NA,14.315114049706608,15.356669061118737,"[0, 0, 254]",254,a,0.5192413120530546,1,colour,0.5,4
66,24,0,,Practice,9,NA,15.877599575789645,16.692612801212817,"[24, 0, 230]",230,a,0.2916511099319905,1,colour,0.5,4
66,24,0,,Practice,10,NA,17.20580031722784,17.972590336110443,"[76, 0, 178]",178,l,0.243609466124326,1,colour,0.5,4
66,24,0,,1,1,1,4.168702059192583,5.087828683434054,"[21, 0, 233]",233,a,0.39505873806774616,1,colour,0.5,4.0
66,24,0,,1,2,2,5.6069672021549195,6.623812753241509,"[9, 0, 245]",245,a,0.493808357976377,1,colour,0.5,4.0
66,24,0,,1,3,3,7.138250334421173,8.159830693621188,"[71, 0, 183]",183,l,0.4984250124543905,1,colour,0.5,4.0
66,24,0,,1,4,4,8.669533466454595,9.623784396331757,"[24, 0, 230]",230,a,0.4309616757091135,1,colour,0.5,4.0
66,24,0,,1,5,5,10.138238912681118,11.463804829167202,"[46, 0, 208]",208,a,0.8023318005725741,1,colour,0.5,4.0
66,24,0,,1,6,6,11.98189493152313,12.967766518937424,"[23, 0, 231]",231,a,0.4624996257480234,1,colour,0.5,4.0
66,24,0,,1,7,7,13.48192998371087,14.42377714975737,"[89, 0, 165]",165,l,0.4185504289343953,1,colour,0.5,4.0
66,24,0,,1,8,8,14.935051759006456,15.92779437173158,"[53, 0, 201]",201,a,0.46939743240363896,0,colour,0.5,4.0
66,24,0,,1,9,9,16.424910242669284,17.919828850543126,"[65, 0, 189]",189,l,0.971468664938584,1,colour,0.5,4.0
66,24,0,,1,10,10,18.440627427073196,19.52782595809549,"[36, 0, 218]",218,a,0.5640345197170973,1,colour,0.5,4.0
66,24,0,,1,11,11,20.034322436433285,21.16794745158404,"[4, 0, 250]",250,a,0.6102432073093951,1,colour,0.5,4.0
66,24,0,,1,12,12,21.675016186898574,22.727837143233046,"[2, 0, 252]",252,a,0.5294702621176839,1,colour,0.5,4.0
66,24,0,,1,13,13,23.237497774651274,24.20774512528442,"[0, 0, 254]",254,a,0.4469194996636361,1,colour,0.5,4.0
66,24,0,,1,14,14,24.72181643010117,25.65577172394842,"[67, 0, 187]",187,l,0.410545916762203,1,colour,0.5,4.0
66,24,0,,1,15,15,26.175009885337204,27.175906671211123,"[95, 0, 159]",159,l,0.4776110763195902,1,colour,0.5,4.0
66,24,0,,1,16,16,27.69056795630604,28.655785902403295,"[14, 0, 240]",240,a,0.44204960227943957,1,colour,0.5,4.0
66,24,0,,1,17,17,29.174958685645834,30.119764417409897,"[91, 0, 163]",163,l,0.42147236689925194,1,colour,0.5,4.0
66,24,0,,1,18,18,30.628075340995565,31.55177017697133,"[75, 0, 179]",179,l,0.4003980988636613,1,colour,0.5,4.0
66,24,0,,1,19,19,32.065610294695944,32.98376766592264,"[69, 0, 185]",185,l,0.3948704800568521,1,colour,0.5,4.0
66,24,0,,1,20,20,33.50312122399919,34.367724692681804,"[18, 0, 236]",236,a,0.3413500546012074,1,colour,0.5,4.0
66,24,0,,1,21,21,34.87807376566343,35.75976539426483,"[81, 0, 173]",173,l,0.3590014132205397,1,colour,0.5,4.0
66,24,0,,1,22,22,36.26866393489763,37.21604108274914,"[33, 0, 221]",221,a,0.42400242923758924,1,colour,0.5,4.0
66,24,0,,1,23,23,37.737430033273995,38.55976602435112,"[82, 0, 172]",172,l,0.2990518568549305,1,colour,0.5,4.0
66,24,0,,1,24,24,39.08148856181651,39.95171023369767,"[87, 0, 167]",167,l,0.3472959368955344,1,colour,0.5,4.0
66,24,0,,1,25,25,40.47173293493688,41.367762895533815,"[99, 0, 155]",155,l,0.3726879311725497,1,colour,0.5,4.0
66,24,0,,1,26,26,41.878062737872824,42.79976471676491,"[20, 0, 234]",234,a,0.3983682200778276,1,colour,0.5,4.0
66,24,0,,1,27,27,43.3155161656905,44.23175669182092,"[11, 0, 243]",243,a,0.3957499365787953,1,colour,0.5,4.0
66,24,0,,1,28,28,44.750191014958546,45.57574629737064,"[61, 0, 193]",193,l,0.30230344366282225,1,colour,0.5,4.0
66,24,0,,1,29,29,46.09397345781326,47.01572112273425,"[16, 0, 238]",238,a,0.39852339518256485,1,colour,0.5,4.0
66,24,0,,1,30,30,47.53144106408581,48.631861375877634,"[42, 0, 212]",212,a,0.5771515376400203,1,colour,0.5,4.0
66,24,0,,1,31,31,49.140781971858814,49.99970028363168,"[58, 0, 196]",196,l,0.33579683559946716,1,colour,0.5,4.0
66,24,0,,1,32,32,50.515757356537506,51.37574810907245,"[22, 0, 232]",232,a,0.33664636011235416,1,colour,0.5,4.0
66,24,0,,1,33,33,51.89077055035159,52.72775246668607,"[86, 0, 168]",168,l,0.3138525632675737,1,colour,0.5,4.0
66,24,0,,1,34,34,53.23453645198606,54.11969273746945,"[48, 0, 206]",206,a,0.3618465515319258,1,colour,0.5,4.0
66,24,0,,1,35,35,54.640807571820915,55.60772220348008,"[26, 0, 228]",228,a,0.44420314859598875,1,colour,0.5,4.0
66,24,0,,1,36,36,56.125099445926026,56.97570840944536,"[92, 0, 162]",162,l,0.3272882017772645,1,colour,0.5,4.0
66,24,0,,1,37,37,57.48450061189942,58.37569769681431,"[78, 0, 176]",176,l,0.3678294555284083,1,colour,0.5,4.0
66,24,0,,1,38,38,58.89077606424689,59.78377065900713,"[94, 0, 160]",160,l,0.36985618341714144,1,colour,0.5,4.0
66,24,0,,1,39,39,60.29690618766472,61.271700088400394,"[49, 0, 205]",205,l,0.4514530529268086,0,colour,0.5,4.0
66,24,0,,1,40,40,61.78128116298467,62.6876889471896,"[98, 0, 156]",156,l,0.38306102878414094,1,colour,0.5,4.0
66,24,0,,1,41,41,63.203243867261335,64.10371364606544,"[88, 0, 166]",166,l,0.3772439337335527,1,colour,0.5,4.0
66,24,0,,1,42,42,64.6094602427911,65.53571467939764,"[6, 0, 248]",248,a,0.40291989012621343,1,colour,0.5,4.0
66,24,0,,1,43,43,66.04690224910155,67.00771582312882,"[1, 0, 253]",253,a,0.43671536166220903,1,colour,0.5,4.0
66,24,0,,1,44,44,67.51651787175797,68.47169906436466,"[43, 0, 211]",211,l,0.4319100552238524,0,colour,0.5,4.0
66,24,0,,1,45,45,68.98523080116138,69.86368187051266,"[70, 0, 184]",184,l,0.35527445492334664,1,colour,0.5,4.0
66,24,0,,1,46,46,70.37583396746777,71.25569815374911,"[79, 0, 175]",175,l,0.35652885236777365,1,colour,0.5,4.0
