id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,accuracy,trialtype,colourfreq,credits
85,19,0,1,Practice,1,NA,5.5138953030109406e-06,1.77385249058716,"[8, 0, 246]",246,a,1.249350941972807,1,colour,0.5,4
85,19,0,1,Practice,2,NA,2.2822406210470945,2.845883758738637,"[51, 0, 203]",203,a,0.04024672077503055,0,colour,0.5,4
85,19,0,1,Practice,3,NA,3.360419824020937,4.2698612560052425,"[30, 0, 224]",224,a,0.38601980882231146,1,colour,0.5,4
85,19,0,1,Practice,4,NA,4.78245132858865,5.64597702154424,"[33, 0, 221]",221,a,0.340215134434402,1,colour,0.5,4
85,19,0,1,Practice,5,NA,6.157907795975916,7.005839553545229,"[34, 0, 220]",220,a,0.32491303887218237,1,colour,0.5,4
85,19,0,1,Practice,6,NA,7.5169475838774815,8.261843734537251,"[80, 0, 174]",174,l,0.22149658296257257,1,colour,0.5,4
85,19,0,1,Practice,7,NA,8.782792793004774,9.621840961859562,"[50, 0, 204]",204,a,0.3156352103687823,1,colour,0.5,4
85,19,0,1,Practice,8,NA,10.14223312214017,10.829831780632958,"[88, 0, 166]",166,l,0.16423374915029854,1,colour,0.5,4
85,19,0,1,Practice,9,NA,11.34546273748856,12.133868228644133,"[5, 0, 249]",249,a,0.2651193510973826,1,colour,0.5,4
85,19,0,1,Practice,10,NA,12.642472186707892,13.485892439144664,"[68, 0, 186]",186,l,0.32015892467461526,1,colour,0.5,4
85,19,0,1,1,1,1,4.792857919353992,5.703950353432447,"[44, 0, 210]",210,a,0.38354921340942383,1,colour,0.5,4.0
85,19,0,1,1,2,2,6.2190775813069195,7.143943595001474,"[8, 0, 246]",246,a,0.4107230065856129,1,colour,0.5,4.0
85,19,0,1,1,3,3,7.663073479081504,8.631998641998507,"[90, 0, 164]",164,l,0.4455216567730531,1,colour,0.5,4.0
85,19,0,1,1,4,4,9.147531925118528,10.072022997424938,"[71, 0, 183]",183,l,0.4011108030099422,1,colour,0.5,4.0
85,19,0,1,1,5,5,10.57583069987595,11.39999976370018,"[37, 0, 217]",217,a,0.3135797285940498,1,colour,0.5,4.0
85,19,0,1,1,6,6,11.907348534790799,12.832198400632478,"[43, 0, 211]",211,a,0.40159208269324154,1,colour,0.5,4.0
85,19,0,1,1,7,7,13.344913322362117,14.1919589266181,"[99, 0, 155]",155,l,0.3236558826174587,1,colour,0.5,4.0
85,19,0,1,1,8,8,14.704469048418105,15.592029188759625,"[89, 0, 165]",165,l,0.3642495818203315,1,colour,0.5,4.0
85,19,0,1,1,9,9,16.111250051180832,16.903955552144907,"[32, 0, 222]",222,a,0.269335865508765,1,colour,0.5,4.0
85,19,0,1,1,10,10,17.423782937345095,18.383989533176646,"[31, 0, 223]",223,a,0.43691257876344025,1,colour,0.5,4.0
85,19,0,1,1,11,11,18.89265099260956,19.751940084970556,"[27, 0, 227]",227,a,0.33877208293415606,1,colour,0.5,4.0
85,19,0,1,1,12,12,20.264831449720077,21.18407137435861,"[92, 0, 162]",162,l,0.39578285545576364,1,colour,0.5,4.0
85,19,0,1,1,13,13,21.70321228611283,22.56799789215438,"[38, 0, 216]",216,a,0.34164400736335665,1,colour,0.5,4.0
85,19,0,1,1,14,14,23.079833749798127,23.93597995163873,"[94, 0, 160]",160,l,0.3327430895296857,1,colour,0.5,4.0
85,19,0,1,1,15,15,24.45676162559539,25.336018312256783,"[63, 0, 191]",191,l,0.3559232851257548,1,colour,0.5,4.0
85,19,0,1,1,16,16,25.84750679775607,26.711972994846292,"[98, 0, 156]",156,l,0.34107411245349795,1,colour,0.5,4.0
85,19,0,1,1,17,17,27.210303481901065,28.063987753004767,"[15, 0, 239]",239,a,0.33031857409514487,1,colour,0.5,4.0
85,19,0,1,1,18,18,28.58539839880541,29.43196193559561,"[86, 0, 168]",168,l,0.3239181840326637,1,colour,0.5,4.0
85,19,0,1,1,19,19,29.932516470667906,30.784105481463484,"[40, 0, 214]",214,a,0.32831586769316345,1,colour,0.5,4.0
85,19,0,1,1,20,20,31.292015876737423,32.207958523300476,"[78, 0, 176]",176,l,0.39280498633161187,1,colour,0.5,4.0
85,19,0,1,1,21,21,32.72960468893871,33.55996579839848,"[69, 0, 185]",185,l,0.30705645855050534,1,colour,0.5,4.0
85,19,0,1,1,22,22,34.07339003670495,34.92793171026278,"[34, 0, 220]",220,a,0.331116899731569,1,colour,0.5,4.0
85,19,0,1,1,23,23,35.44854127347935,36.26393663173076,"[68, 0, 186]",186,l,0.2911817110143602,1,colour,0.5,4.0
85,19,0,1,1,24,24,36.77793785429094,37.60794922860805,"[46, 0, 208]",208,a,0.306656705099158,1,colour,0.5,4.0
85,19,0,1,1,25,25,38.121857503429055,39.016082698246464,"[30, 0, 224]",224,a,0.37089533789549023,1,colour,0.5,4.0
85,19,0,1,1,26,26,39.52826986636501,40.4479827999603,"[52, 0, 202]",202,a,0.3963704735506326,0,colour,0.5,4.0
85,19,0,1,1,27,27,40.965804721810855,41.87196344800759,"[48, 0, 206]",206,a,0.38278082001488656,1,colour,0.5,4.0
85,19,0,1,1,28,28,42.38776651560329,43.279951194650494,"[59, 0, 195]",195,a,0.36879968363791704,0,colour,0.5,4.0
85,19,0,1,1,29,29,43.79418163548689,44.631983675877564,"[73, 0, 181]",181,l,0.3144839988090098,1,colour,0.5,4.0
85,19,0,1,1,30,30,45.14120794122573,46.023982459679246,"[49, 0, 205]",205,a,0.35959983675275,1,colour,0.5,4.0
85,19,0,1,1,31,31,46.53188537189271,47.41591744043399,"[50, 0, 204]",204,a,0.36065140541177243,1,colour,0.5,4.0
85,19,0,1,1,32,32,47.911958501208574,48.81598455179483,"[58, 0, 196]",196,a,0.38067728898022324,0,colour,0.5,4.0
85,19,0,1,1,33,33,49.33390651049558,50.167943777749315,"[96, 0, 158]",158,l,0.310710167279467,1,colour,0.5,4.0
85,19,0,1,1,34,34,50.67783127957955,51.575959487468936,"[70, 0, 184]",184,l,0.37479756318498403,1,colour,0.5,4.0
85,19,0,1,1,35,35,52.08412824571133,52.92795219027903,"[72, 0, 182]",182,l,0.3204799091909081,1,colour,0.5,4.0
85,19,0,1,1,36,36,53.443527614930645,54.31195511412807,"[12, 0, 242]",242,a,0.3449767315760255,1,colour,0.5,4.0
85,19,0,1,1,37,37,54.81869066716172,55.64795255265199,"[21, 0, 233]",233,a,0.3058481393381953,1,colour,0.5,4.0
85,19,0,1,1,38,38,56.165990695822984,57.007942296913825,"[55, 0, 199]",199,l,0.31850595341529697,1,colour,0.5,4.0
85,19,0,1,1,39,39,57.525477104936726,58.375921993283555,"[93, 0, 161]",161,l,0.32715559750795364,1,colour,0.5,4.0
85,19,0,1,1,40,40,58.88558224611916,59.695970247266814,"[36, 0, 218]",218,a,0.2875870793359354,1,colour,0.5,4.0
85,19,0,1,1,41,41,60.2133802062599,61.119971769163385,"[47, 0, 207]",207,a,0.3959010092075914,1,colour,0.5,4.0
85,19,0,1,1,42,42,61.63845220126677,62.391978697734885,"[24, 0, 230]",230,a,0.23048060236033052,1,colour,0.5,4.0
85,19,0,1,1,43,43,62.90411151514854,63.72791863465682,"[79, 0, 175]",175,l,0.3003717118408531,1,colour,0.5,4.0
85,19,0,1,1,44,44,64.24948918190785,65.05595408391673,"[81, 0, 173]",173,l,0.2830547004705295,1,colour,0.5,4.0
85,19,0,1,1,45,45,65.56214928021654,66.3359218200203,"[6, 0, 248]",248,a,0.25063960580155253,1,colour,0.5,4.0
85,19,0,1,1,46,46,66.84350256633479,67.76911334262695,"[0, 0, 254]",254,a,0.4021273193648085,1,colour,0.5,4.0
85,19,0,1,1,47,47,68.2810693231877,69.09596055874135,"[39, 0, 215]",215,a,0.2914455878781155,1,colour,0.5,4.0
85,19,0,1,1,48,48,69.60930563393049,70.47999026416801,"[2, 0, 252]",252,a,0.34727521636523306,1,colour,0.5,4.0
85,19,0,1,1,49,49,71.00001732923556,71.67191098770127,"[29, 0, 225]",225,a,0.14851378300227225,1,colour,0.5,4.0
85,19,0,1,1,50,50,72.1876321353484,72.92796873184852,"[84, 0, 170]",170,l,0.21612846315838397,1,colour,0.5,4.0
85,19,0,1,2,1,51,81.26644818717614,82.13589929207228,"[59, 0, 195]",195,l,0.35316754528321326,1,colour,0.5,4.0
85,19,0,1,2,2,52,82.6500356036704,83.63995708653238,"[90, 0, 164]",164,l,0.4672434407984838,1,colour,0.5,4.0
85,19,0,1,2,3,53,84.15020613896195,85.11995050148107,"[77, 0, 177]",177,l,0.4467398222768679,1,colour,0.5,4.0
85,19,0,1,2,4,54,85.63439283135813,86.56793684605509,"[22, 0, 232]",232,a,0.41026653919834644,1,colour,0.5,4.0
85,19,0,1,2,5,55,87.08805764641147,87.9599049098324,"[34, 0, 220]",220,a,0.3489837199449539,1,colour,0.5,4.0
85,19,0,1,2,6,56,88.47876185877249,89.43195445253514,"[78, 0, 176]",176,l,0.430926120840013,1,colour,0.5,4.0
85,19,0,1,2,7,57,89.94757635099813,90.95190235460177,"[65, 0, 189]",189,l,0.4855198608711362,1,colour,0.5,4.0
85,19,0,1,2,8,58,91.45866626442876,92.61601913149934,"[63, 0, 191]",191,l,0.634284523781389,1,colour,0.5,4.0
85,19,0,1,2,9,59,93.12170902348589,94.095963315689,"[98, 0, 156]",156,l,0.4518763608066365,1,colour,0.5,4.0
85,19,0,1,2,10,60,94.5976726069348,95.53595261881128,"[32, 0, 222]",222,a,0.41521048708818853,1,colour,0.5,4.0
85,19,0,1,2,11,61,96.05074547161348,96.91191320901271,"[52, 0, 202]",202,l,0.3387705076020211,1,colour,0.5,4.0
85,19,0,1,2,12,62,97.42607590835541,98.30398958048318,"[62, 0, 192]",192,l,0.35525689786300063,1,colour,0.5,4.0
85,19,0,1,2,13,63,98.81665172684006,99.68793421518058,"[92, 0, 162]",162,l,0.34923893213272095,1,colour,0.5,4.0
85,19,0,1,2,14,64,100.20731616066769,101.0800145250978,"[84, 0, 170]",170,l,0.3506154236383736,1,colour,0.5,4.0
85,19,0,1,2,15,65,101.59789631143212,102.40799995593261,"[6, 0, 248]",248,a,0.2873850363539532,1,colour,0.5,4.0
85,19,0,1,2,16,66,102.92630236968398,103.76794677099679,"[87, 0, 167]",167,l,0.3193334237439558,1,colour,0.5,4.0
85,19,0,1,2,17,67,104.28569031739607,105.17595736065414,"[72, 0, 182]",182,l,0.3756336980732158,1,colour,0.5,4.0
85,19,0,1,2,18,68,105.6840000882512,106.57590316748247,"[19, 0, 235]",235,a,0.3691844710847363,1,colour,0.5,4.0
85,19,0,1,2,19,69,107.09048058651388,107.92789862724021,"[41, 0, 213]",213,a,0.3151405400130898,1,colour,0.5,4.0
85,19,0,1,2,20,70,108.43425254349131,109.31994624796789,"[8, 0, 246]",246,a,0.37238998315297067,1,colour,0.5,4.0
85,19,0,1,2,21,71,109.83284745877609,110.67995213984977,"[80, 0, 174]",174,l,0.3346264607971534,1,colour,0.5,4.0
85,19,0,1,2,22,72,111.19763070170302,112.03190270112827,"[75, 0, 179]",179,l,0.3107885424979031,1,colour,0.5,4.0
85,19,0,1,2,23,73,112.54150702781044,113.41590326197911,"[11, 0, 243]",243,a,0.3513133185915649,1,colour,0.5,4.0
85,19,0,1,2,24,74,113.9322053323267,114.78393494617194,"[49, 0, 205]",205,a,0.3283611598890275,1,colour,0.5,4.0
85,19,0,1,2,25,75,115.29173388308845,116.11996664910112,"[94, 0, 160]",160,l,0.305139216594398,1,colour,0.5,4.0
85,19,0,1,2,26,76,116.62313868419733,117.4799189780606,"[44, 0, 210]",210,a,0.33334055391605943,1,colour,0.5,4.0
85,19,0,1,2,27,77,117.99920561281033,118.8958655630704,"[14, 0, 240]",240,a,0.3717637680238113,1,colour,0.5,4.0
85,19,0,1,2,28,78,119.40699761803262,120.3599093996454,"[26, 0, 228]",228,a,0.4296043738722801,1,colour,0.5,4.0
85,19,0,1,2,29,79,120.87645014072768,121.7599127079593,"[58, 0, 196]",196,l,0.36062147305347025,1,colour,0.5,4.0
85,19,0,1,2,30,80,122.26660572562832,123.17595263454132,"[96, 0, 158]",158,l,0.3860686457483098,1,colour,0.5,4.0
85,19,0,1,2,31,81,123.67614955746103,124.56796559679788,"[40, 0, 214]",214,a,0.3683633024338633,1,colour,0.5,4.0
85,19,0,1,2,32,82,125.0825296251569,125.89593133539893,"[25, 0, 229]",229,a,0.29013289941940457,1,colour,0.5,4.0
85,19,0,1,2,33,83,126.41395411849953,127.25596440269146,"[31, 0, 223]",223,a,0.31862962106242776,1,colour,0.5,4.0
85,19,0,1,2,34,84,127.7734629769111,128.59990965179168,"[88, 0, 166]",166,l,0.30309121788013726,1,colour,0.5,4.0
85,19,0,1,2,35,85,129.1173278815113,129.95187911763787,"[91, 0, 163]",163,l,0.311204049969092,1,colour,0.5,4.0
85,19,0,1,2,36,86,130.46115221991204,131.2239451231435,"[18, 0, 236]",236,a,0.23937009857036173,1,colour,0.5,4.0
85,19,0,1,2,37,87,131.74253110599238,132.6159143684199,"[57, 0, 197]",197,l,0.350704432814382,1,colour,0.5,4.0
85,19,0,1,2,38,88,133.13323295512237,133.9919009525329,"[5, 0, 249]",249,a,0.3329443448456004,1,colour,0.5,4.0
85,19,0,1,2,39,89,134.51068307063542,135.33588086010423,"[47, 0, 207]",207,a,0.30179231404326856,1,colour,0.5,4.0
85,19,0,1,2,40,90,135.85447156906594,136.72791784687433,"[21, 0, 233]",233,a,0.3499769993359223,1,colour,0.5,4.0
85,19,0,1,2,41,91,137.24841240711976,138.0639538821997,"[4, 0, 250]",250,a,0.2920851935632527,1,colour,0.5,4.0
85,19,0,1,2,42,92,138.5766703793779,139.40792354976293,"[12, 0, 242]",242,a,0.30603639758192,1,colour,0.5,4.0
85,19,0,1,2,43,93,139.92235957819503,140.7279320253292,"[86, 0, 168]",168,l,0.28520982526242733,1,colour,0.5,4.0
85,19,0,1,2,44,94,141.24762904760428,142.22392149234656,"[42, 0, 212]",212,a,0.45287200319580734,1,colour,0.5,4.0
85,19,0,1,2,45,95,142.73221313057002,143.54392681713216,"[82, 0, 172]",172,l,0.28845787269528955,1,colour,0.5,4.0
85,19,0,1,2,46,96,144.06037461047526,144.88789530319627,"[97, 0, 157]",157,l,0.30414396803826094,1,colour,0.5,4.0
85,19,0,1,2,47,97,145.40426038892474,146.16023109306116,"[29, 0, 225]",225,a,0.23264675482641906,1,colour,0.5,4.0
85,19,0,1,2,48,98,146.67000910569914,147.5118996606907,"[0, 0, 254]",254,a,0.31844805798027664,1,colour,0.5,4.0
85,19,0,1,2,49,99,148.02946637035348,149.47991070721764,"[54, 0, 200]",200,l,0.9270392553880811,1,colour,0.5,4.0
