id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,accuracy,trialtype,colourfreq,credits
60,18,0,2,Practice,1,NA,5.907611921429634e-06,1.1086912769824266,"[33, 0, 221]",221,a,0.5696120969951153,1,colour,0.5,4
60,18,0,2,Practice,2,NA,1.615184026537463,2.5647221041144803,"[75, 0, 179]",179,l,0.4278507464332506,1,colour,0.5,4
60,18,0,2,Practice,3,NA,3.0840609311126173,3.612713036243804,"[73, 0, 181]",181,a,0.006528786383569241,0,colour,0.5,4
60,18,0,2,Practice,4,NA,4.130996749619953,4.932704308652319,"[84, 0, 170]",170,l,0.29043076129164547,1,colour,0.5,4
60,18,0,2,Practice,5,NA,5.448737979284488,8.596798897837289,"[91, 0, 163]",163,l,2.6261995075037703,1,colour,0.5,4
60,18,0,2,Practice,6,NA,9.10498794238083,10.172716470551677,"[4, 0, 250]",250,a,0.5457442371407524,1,colour,0.5,4
60,18,0,2,Practice,7,NA,10.683248505461961,11.276679231668822,"[50, 0, 204]",204,a,0.0717890813248232,1,colour,0.5,4
60,18,0,2,Practice,8,NA,11.792764496174641,12.34070521290414,"[15, 0, 239]",239,a,0.02619942871388048,1,colour,0.5,4
60,18,0,2,Practice,9,NA,12.855506145395339,13.436773329391144,"[14, 0, 240]",240,a,0.05966807447839528,1,colour,0.5,4
60,18,0,2,Practice,10,NA,13.949166680802591,17.772706703166477,"[49, 0, 205]",205,a,3.301667189807631,1,colour,0.5,4
60,18,0,2,1,1,1,4.464274419355206,5.76799787953496,"[43, 0, 211]",211,a,0.7810794769320637,1,colour,0.5,4.0
60,18,0,2,1,2,2,6.27771032077726,7.00800137699116,"[79, 0, 175]",175,l,0.20859781745821238,1,colour,0.5,4.0
60,18,0,2,1,3,3,7.527747046900913,10.535978036001325,"[64, 0, 190]",190,a,2.4864546487806365,0,colour,0.5,4.0
60,18,0,2,1,4,4,11.043706674478017,11.631971321767196,"[23, 0, 231]",231,a,0.0664268669206649,1,colour,0.5,4.0
60,18,0,2,1,5,5,12.137541683739983,12.67996540456079,"[34, 0, 220]",220,a,0.020431158947758377,1,colour,0.5,4.0
60,18,0,2,1,6,6,13.184490499086678,15.423966242698953,"[16, 0, 238]",238,a,1.7175934587139636,1,colour,0.5,4.0
