id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,accuracy,trialtype,colourfreq,credits
45,21,1,2,Practice,1,NA,5.9076701290905476e-06,1.0009428656485397,"[53, 0, 201]",201,a,0.3672367183608003,0,colour,0.5,4
45,21,1,2,Practice,2,NA,1.5165777363872621,2.4569842162600253,"[68, 0, 186]",186,a,0.41720111476024613,0,colour,0.5,4
45,21,1,2,Practice,3,NA,2.9672903600730933,3.6489522927149665,"[89, 0, 165]",165,l,0.15722777019254863,1,colour,0.5,4
45,21,1,2,Practice,4,NA,4.155836708581774,5.057083937863354,"[73, 0, 181]",181,a,0.3778335200040601,0,colour,0.5,4
45,21,1,2,Practice,5,NA,5.578123153827619,6.5369478091888595,"[47, 0, 207]",207,a,0.43584850820479915,1,colour,0.5,4
45,21,1,2,Practice,6,NA,7.044237491849344,7.824968059139792,"[28, 0, 226]",226,a,0.2575169314222876,1,colour,0.5,4
45,21,1,2,Practice,7,NA,8.34104088586173,9.096902091638185,"[36, 0, 218]",218,a,0.2325168132665567,1,colour,0.5,4
45,21,1,2,Practice,8,NA,9.606629676709417,10.344938772788737,"[43, 0, 211]",211,a,0.21490838369936682,1,colour,0.5,4
45,21,1,2,Practice,9,NA,10.856663547398057,11.592927798687015,"[29, 0, 225]",225,a,0.21371148782782257,1,colour,0.5,4
45,21,1,2,Practice,10,NA,12.106589898321545,12.848951662570471,"[66, 0, 188]",188,l,0.2190150086535141,1,colour,0.5,4
45,21,1,2,1,1,1,4.903430707636289,5.551980490476126,"[76, 0, 178]",178,l,0.12444329966092482,1,colour,0.5,4.0
45,21,1,2,1,2,2,6.060493062803289,7.632023640180705,"[13, 0, 241]",241,a,1.048182640253799,1,colour,0.5,4.0
45,21,1,2,1,3,3,8.138601644372102,8.928027134359581,"[23, 0, 231]",231,a,0.2660688882751856,1,colour,0.5,4.0
45,21,1,2,1,4,4,9.435421186033636,10.367944458354032,"[6, 0, 248]",248,a,0.40782208275049925,1,colour,0.5,4.0
45,21,1,2,1,5,5,10.87421644476126,11.89601263141958,"[92, 0, 162]",162,l,0.4983576651138719,1,colour,0.5,4.0
45,21,1,2,1,6,6,12.415594225923996,13.343952190334676,"[40, 0, 214]",214,a,0.40510139940306544,1,colour,0.5,4.0
45,21,1,2,1,7,7,13.85307679825928,14.840049183403607,"[26, 0, 228]",228,a,0.4636260234110523,1,colour,0.5,4.0
45,21,1,2,1,8,8,15.353129179682583,16.223982973286184,"[8, 0, 246]",246,a,0.3475539056234993,1,colour,0.5,4.0
45,21,1,2,1,9,9,16.74372407514602,17.63192399730906,"[41, 0, 213]",213,a,0.36355859707691707,1,colour,0.5,4.0
45,21,1,2,1,10,10,18.15134135831613,18.927950334531488,"[51, 0, 203]",203,a,0.2521503953321371,0,colour,0.5,4.0
45,21,1,2,1,11,11,19.44935464509763,20.327926231198944,"[60, 0, 194]",194,a,0.35532014109776355,0,colour,0.5,4.0
45,21,1,2,1,12,12,20.840014525019797,21.608058941317722,"[20, 0, 234]",234,a,0.24473822678555734,1,colour,0.5,4.0
45,21,1,2,1,13,13,22.121283084969036,22.895940951566445,"[19, 0, 235]",235,a,0.2514934613718651,1,colour,0.5,4.0
45,21,1,2,1,14,14,23.402538648049813,24.207984583306825,"[44, 0, 210]",210,a,0.2850364779296797,1,colour,0.5,4.0
45,21,1,2,1,15,15,24.727783186594024,25.511931149550946,"[61, 0, 193]",193,l,0.2609106963791419,1,colour,0.5,4.0
45,21,1,2,1,16,16,26.02648845955264,26.783931741898414,"[45, 0, 209]",209,a,0.23412606515921652,1,colour,0.5,4.0
45,21,1,2,1,17,17,27.29210560725187,28.11194737596088,"[80, 0, 174]",174,l,0.29657890216913074,1,colour,0.5,4.0
45,21,1,2,1,18,18,28.620311468606815,29.35196103452472,"[16, 0, 238]",238,a,0.20837803478934802,1,colour,0.5,4.0
45,21,1,2,1,19,19,29.87020079809008,30.60798214148963,"[56, 0, 198]",198,a,0.214361726451898,0,colour,0.5,4.0
45,21,1,2,1,20,20,31.120264207187574,31.863935113186017,"[67, 0, 187]",187,l,0.22035723342560232,1,colour,0.5,4.0
45,21,1,2,1,21,21,32.370212219597306,33.095965133659774,"[35, 0, 219]",219,a,0.20240300771547481,1,colour,0.5,4.0
45,21,1,2,1,22,22,33.60462854875368,34.34394667649758,"[88, 0, 166]",166,l,0.21609976573381573,1,colour,0.5,4.0
45,21,1,2,1,23,23,34.854580499610165,35.60789982782444,"[79, 0, 175]",175,l,0.23000959408818744,1,colour,0.5,4.0
45,21,1,2,1,24,24,36.12024215183919,36.99191081136814,"[9, 0, 245]",245,a,0.3482943347771652,1,colour,0.5,4.0
45,21,1,2,1,25,25,37.510869736463064,38.255915162560996,"[58, 0, 196]",196,a,0.2217770457500592,0,colour,0.5,4.0
45,21,1,2,1,26,26,38.77645773961558,39.591881745582214,"[96, 0, 158]",158,l,0.29220485626137815,1,colour,0.5,4.0
45,21,1,2,1,27,27,40.10454820431187,40.91991155809956,"[7, 0, 247]",247,a,0.2920666165591683,1,colour,0.5,4.0
45,21,1,2,1,28,28,41.42313636341714,42.287872557964874,"[72, 0, 182]",182,l,0.34151507561909966,1,colour,0.5,4.0
45,21,1,2,1,29,29,42.79801328675239,43.5359301129356,"[37, 0, 217]",217,a,0.21467325804405846,1,colour,0.5,4.0
45,21,1,2,1,30,30,44.04833348299144,44.82388065228588,"[93, 0, 161]",161,l,0.25233550264965743,1,colour,0.5,4.0
45,21,1,2,1,31,31,45.34520422454807,46.11996842935332,"[68, 0, 186]",186,l,0.25149424906703644,1,colour,0.5,4.0
45,21,1,2,1,32,32,46.62666970715509,47.327878969779704,"[24, 0, 230]",230,a,0.17820948475855403,1,colour,0.5,4.0
45,21,1,2,1,33,33,47.84517350461101,48.7438575886772,"[64, 0, 190]",190,l,0.3753731684118975,1,colour,0.5,4.0
45,21,1,2,1,34,34,49.251429264608305,49.94398692747927,"[36, 0, 218]",218,a,0.16956654959358275,1,colour,0.5,4.0
45,21,1,2,1,35,35,50.45450968624209,51.13584630266996,"[15, 0, 239]",239,a,0.15801900540827774,1,colour,0.5,4.0
45,21,1,2,1,36,36,51.64203243079828,52.43188366753748,"[18, 0, 236]",236,a,0.26668722537579015,1,colour,0.5,4.0
45,21,1,2,1,37,37,52.93887717855978,53.73590112593956,"[43, 0, 211]",211,a,0.2737079117214307,1,colour,0.5,4.0
45,21,1,2,1,38,38,54.251332378655206,55.15993348741904,"[0, 0, 254]",254,a,0.3855568263679743,1,colour,0.5,4.0
45,21,1,2,1,39,39,55.67328011695645,56.27990703674732,"[71, 0, 183]",183,l,0.08335105635342188,1,colour,0.5,4.0
45,21,1,2,1,40,40,56.79909793671686,57.51988721845555,"[83, 0, 171]",171,l,0.19767253179452382,1,colour,0.5,4.0
45,21,1,2,1,41,41,58.03337996461778,58.583941430493724,"[69, 0, 185]",185,l,0.027371854579541832,1,colour,0.5,4.0
45,21,1,2,1,42,42,59.09580286941491,59.90384621443809,"[52, 0, 202]",202,a,0.28475054627051577,0,colour,0.5,4.0
45,21,1,2,1,43,43,60.42392956785625,61.24786535848398,"[57, 0, 197]",197,a,0.30056028434773907,0,colour,0.5,4.0
45,21,1,2,1,44,44,61.76773721695645,62.49589101198944,"[73, 0, 181]",181,l,0.20501892821630463,1,colour,0.5,4.0
45,21,1,2,1,45,45,63.00220513984095,63.751846346771345,"[42, 0, 212]",212,a,0.22654493697336875,1,colour,0.5,4.0
45,21,1,2,1,46,46,64.26767853400088,65.0559504511184,"[86, 0, 168]",168,l,0.2651350810774602,1,colour,0.5,4.0
45,21,1,2,1,47,47,65.5645524263382,67.27185132497107,"[5, 0, 249]",249,l,1.1840537551615853,0,colour,0.5,4.0
45,21,1,2,1,48,48,67.78331458629691,69.08790824035532,"[47, 0, 207]",207,a,0.781381199718453,1,colour,0.5,4.0
45,21,1,2,1,49,49,69.59578002637136,71.08785270815133,"[66, 0, 188]",188,l,0.9688436859287322,1,colour,0.5,4.0
45,21,1,2,1,50,50,71.59574733721092,72.73581605535583,"[91, 0, 163]",163,l,0.6167089656519238,1,colour,0.5,4.0
45,21,1,2,2,1,51,78.0910739688843,79.1678422949044,"[6, 0, 248]",248,a,0.5527284027193673,1,colour,0.5,4.0
45,21,1,2,2,2,52,79.68561889638659,80.85580614619539,"[28, 0, 226]",226,a,0.6468747587641701,1,colour,0.5,4.0
45,21,1,2,2,3,53,81.37321213926771,82.41594947437989,"[46, 0, 208]",208,a,0.5195331515278667,1,colour,0.5,4.0
45,21,1,2,2,4,54,82.93563858864945,84.31183056146256,"[71, 0, 183]",183,l,0.8528660910378676,1,colour,0.5,4.0
45,21,1,2,2,5,55,84.82623387794592,86.75187549131806,"[20, 0, 234]",234,a,1.4024547589942813,1,colour,0.5,4.0
45,21,1,2,2,6,56,87.26375741019729,88.45578850191669,"[72, 0, 182]",182,l,0.6687749205448199,1,colour,0.5,4.0
45,21,1,2,2,7,57,88.96685082872864,90.11981994967209,"[79, 0, 175]",175,l,0.6297716327244416,1,colour,0.5,4.0
45,21,1,2,2,8,58,90.63868159498088,91.85585143839126,"[10, 0, 244]",244,a,0.6938656231213827,1,colour,0.5,4.0
45,21,1,2,2,9,59,92.37319638545159,93.59179825038882,"[55, 0, 199]",199,a,0.6946324399323203,0,colour,0.5,4.0
45,21,1,2,2,10,60,94.10832518074312,95.20777033147169,"[81, 0, 173]",173,l,0.5761208443436772,1,colour,0.5,4.0
45,21,1,2,2,11,61,95.7176369439403,96.75985834171297,"[17, 0, 237]",237,a,0.5190443895116914,1,colour,0.5,4.0
45,21,1,2,2,12,62,97.28015358390985,98.38374710720382,"[8, 0, 246]",246,a,0.5803038752637804,1,colour,0.5,4.0
45,21,1,2,2,13,63,98.90509627942811,100.03179591882508,"[85, 0, 169]",169,l,0.6032863239524886,1,colour,0.5,4.0
45,21,1,2,2,14,64,100.53862637787824,101.80793936987175,"[14, 0, 240]",240,a,0.746102506906027,1,colour,0.5,4.0
45,21,1,2,2,15,65,102.31035403540591,103.41583289616392,"[29, 0, 225]",225,a,0.5820186777273193,1,colour,0.5,4.0
45,21,1,2,2,16,66,103.93544796752394,105.19177903071977,"[97, 0, 157]",157,l,0.7330603197624441,1,colour,0.5,4.0
45,21,1,2,2,17,67,105.70100997688132,106.71977591776522,"[25, 0, 229]",229,a,0.49551764663192444,1,colour,0.5,4.0
45,21,1,2,2,18,68,107.23232579827891,108.40778269822476,"[53, 0, 201]",201,a,0.6521621319407132,0,colour,0.5,4.0
45,21,1,2,2,19,69,108.91985720745288,109.96776258060709,"[98, 0, 156]",156,l,0.524575159070082,1,colour,0.5,4.0
45,21,1,2,2,20,70,110.48251681326656,111.52774285682244,"[23, 0, 231]",231,a,0.5203417159209494,1,colour,0.5,4.0
45,21,1,2,2,21,71,112.04713973790058,113.15178088968969,"[48, 0, 206]",206,a,0.5813948267605156,1,colour,0.5,4.0
45,21,1,2,2,22,72,113.6721734116727,114.6637829313695,"[1, 0, 253]",253,a,0.46835334855131805,1,colour,0.5,4.0
