id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,accuracy,trialtype,colourfreq,credits
49,19,1,2,Practice,1,NA,5.907699232921004e-06,1.9752901458414271,"[24, 0, 230]",230,a,1.37271156188217,1,colour,0.5,4
49,19,1,2,Practice,2,NA,2.4736757739447057,3.6713349150086287,"[54, 0, 200]",200,a,0.6751516697986517,0,colour,0.5,4
49,19,1,2,Practice,3,NA,4.192332777223783,5.455297376844101,"[97, 0, 157]",157,l,0.7396477762667928,1,colour,0.5,4
49,19,1,2,Practice,4,NA,5.973557620367501,7.5433265276951715,"[76, 0, 178]",178,a,1.0463859179872088,0,colour,0.5,4
49,19,1,2,Practice,5,NA,8.052089979493758,9.695281103166053,"[39, 0, 215]",215,a,1.120326434756862,1,colour,0.5,4
49,19,1,2,Practice,6,NA,10.208000730985077,11.503291365195764,"[31, 0, 223]",223,a,0.7721565550891683,1,colour,0.5,4
49,19,1,2,Practice,7,NA,12.02036140821292,13.135267350065988,"[28, 0, 226]",226,a,0.5916025092592463,1,colour,0.5,4
49,19,1,2,Practice,8,NA,13.645378540473757,14.97530865657609,"[93, 0, 161]",161,l,0.8066164435294922,1,colour,0.5,4
49,19,1,2,Practice,9,NA,15.48915389427566,16.8152743447572,"[63, 0, 191]",191,a,0.8027634549362119,0,colour,0.5,4
49,19,1,2,Practice,10,NA,17.332866232813103,18.775279748311732,"[37, 0, 217]",217,a,0.919002169277519,1,colour,0.5,4
49,19,1,2,1,1,1,5.568567679147236,7.48797511527664,"[1, 0, 253]",253,a,1.3952666883997153,1,colour,0.5,4.0
49,19,1,2,1,2,2,8.00690095734899,10.12004483534838,"[84, 0, 170]",170,l,1.5897782178362831,1,colour,0.5,4.0
49,19,1,2,1,3,3,10.631951566465432,12.175973231118405,"[12, 0, 242]",242,a,1.0206879059551284,1,colour,0.5,4.0
49,19,1,2,1,4,4,12.694431578827789,14.175964566529728,"[73, 0, 181]",181,l,0.9583414071821608,1,colour,0.5,4.0
49,19,1,2,1,5,5,14.694340206711786,16.087899181904504,"[16, 0, 238]",238,a,0.8705536834895611,1,colour,0.5,4.0
49,19,1,2,1,6,6,16.600607782049337,17.927895590022672,"[37, 0, 217]",217,a,0.8039343570126221,1,colour,0.5,4.0
49,19,1,2,1,7,7,18.445069214358227,19.615958296490135,"[3, 0, 251]",251,a,0.648599407315487,1,colour,0.5,4.0
49,19,1,2,1,8,8,20.13212407071842,21.42389294024906,"[77, 0, 177]",177,l,0.7683417695225216,1,colour,0.5,4.0
