id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,accuracy,trialtype,colourfreq,credits
38,22,1,1,Practice,1,NA,5.907728336751461e-06,0.7334845961304381,"[74, 0, 180]",180,a,0.11527256644330919,0,colour,0.5,4
38,22,1,1,Practice,2,NA,1.2509447360644117,2.5656652103643864,"[20, 0, 234]",234,a,0.7917303546564654,1,colour,0.5,4
38,22,1,1,Practice,3,NA,3.0790911944350228,4.013494316255674,"[91, 0, 163]",163,l,0.41094038798473775,1,colour,0.5,4
38,22,1,1,Practice,4,NA,4.532342760358006,6.029481672216207,"[60, 0, 194]",194,a,0.9737261964473873,0,colour,0.5,4
38,22,1,1,Practice,5,NA,6.548484503640793,7.573510211892426,"[6, 0, 248]",248,a,0.5020162903238088,1,colour,0.5,4
38,22,1,1,Practice,6,NA,8.079467316623777,8.99746403109748,"[36, 0, 218]",218,a,0.39457060827407986,1,colour,0.5,4
38,22,1,1,Practice,7,NA,9.517130097723566,10.12546842964366,"[75, 0, 179]",179,l,0.08499808399938047,1,colour,0.5,4
38,22,1,1,Practice,8,NA,10.642190109821968,11.525475676287897,"[48, 0, 206]",206,a,0.3599019955145195,1,colour,0.5,4
38,22,1,1,Practice,9,NA,12.032932543428615,12.989495362271555,"[25, 0, 229]",229,a,0.43323478009551764,1,colour,0.5,4
38,22,1,1,Practice,10,NA,13.501827244530432,14.485486609512009,"[95, 0, 159]",159,l,0.4592344674747437,1,colour,0.5,4
38,22,1,1,1,1,1,4.590449885348789,5.815959314117208,"[42, 0, 212]",212,a,0.7014307212084532,1,colour,0.5,4.0
38,22,1,1,1,2,2,6.327140774810687,7.207948267576285,"[96, 0, 158]",158,l,0.35762872139457613,1,colour,0.5,4.0
38,22,1,1,1,3,3,7.717764267115854,8.575938267051242,"[16, 0, 238]",238,a,0.3348333581816405,1,colour,0.5,4.0
38,22,1,1,1,4,4,9.092850568355061,9.959946736344136,"[31, 0, 223]",223,a,0.3436633663950488,1,colour,0.5,4.0
38,22,1,1,1,5,5,10.46796680195257,11.31988457182888,"[98, 0, 156]",156,l,0.32861296797636896,1,colour,0.5,4.0
38,22,1,1,1,6,6,11.828582444926724,12.695892864605412,"[23, 0, 231]",231,a,0.3441659128293395,1,colour,0.5,4.0
38,22,1,1,1,7,7,13.203823527437635,14.048015630920418,"[20, 0, 234]",234,a,0.32225197507068515,1,colour,0.5,4.0
38,22,1,1,1,8,8,14.56193589058239,15.663926423410885,"[48, 0, 206]",206,a,0.5786943954881281,1,colour,0.5,4.0
38,22,1,1,1,9,9,16.171429764130153,17.383874955703504,"[22, 0, 232]",232,a,0.6894960318459198,1,colour,0.5,4.0
38,22,1,1,1,10,10,17.890364145278,19.87193534313701,"[58, 0, 196]",196,a,1.4583313805051148,0,colour,0.5,4.0
