id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,trialtype,colourfreq
05,21,1,1,Practice,1,NA,5.5138953030109406e-06,3.5862459822092205,"[99, 0, 155]",155,a,2.9525081829633564,colour,0.5
05,21,1,1,Practice,2,NA,5.594602194614708,6.682098044548184,"[37, 0, 217]",217,l,0.5642103464342654,colour,0.5
05,21,1,1,Practice,3,NA,8.68833143170923,9.946106230141595,"[90, 0, 164]",164,a,0.7350091706030071,colour,0.5
05,21,1,1,Practice,4,NA,11.953867342788726,13.02614619769156,"[47, 0, 207]",207,l,0.5489043425768614,colour,0.5
05,21,1,1,Practice,5,NA,15.047986486461014,15.914088983088732,"[86, 0, 168]",168,a,0.3431568816304207,colour,0.5
05,21,1,1,Practice,6,NA,17.922661416465417,18.754086635774,"[55, 0, 199]",199,l,0.30813026358373463,colour,0.5
05,21,1,1,Practice,7,NA,20.766386813484132,21.59409767901525,"[41, 0, 213]",213,l,0.30434226081706583,colour,0.5
05,21,1,1,Practice,8,NA,23.610132690286264,24.434076820965856,"[6, 0, 248]",248,l,0.30062515032477677,colour,0.5
05,21,1,1,Practice,9,NA,26.453814764274284,27.250052282819524,"[8, 0, 246]",246,l,0.27292444580234587,colour,0.5
05,21,1,1,Practice,10,NA,29.26629012450576,30.226076959632337,"[84, 0, 170]",170,a,0.43712163786403835,colour,0.5
05,21,1,1,1,1,1,6.078464980702847,7.000046473694965,"[33, 0, 221]",221,l,0.3974417394492775,colour,0.5
05,21,1,1,1,2,2,9.016867599915713,9.871958973817527,"[27, 0, 227]",227,l,0.33176057832315564,colour,0.5
05,21,1,1,1,3,3,11.89176899078302,13.81596522172913,"[7, 0, 247]",247,l,1.400957201141864,colour,0.5
05,21,1,1,1,4,4,15.829255920136347,16.65597587148659,"[96, 0, 158]",158,a,0.30387555435299873,colour,0.5
05,21,1,1,1,5,5,18.673019126290455,19.86396864359267,"[56, 0, 198]",198,l,0.6677542044781148,colour,0.5
05,21,1,1,1,6,6,21.87615027395077,23.279955763136968,"[44, 0, 210]",210,l,0.8805412533693016,colour,0.5
05,21,1,1,1,7,7,25.29794542794116,26.359975644620135,"[38, 0, 216]",216,l,0.5387202948331833,colour,0.5
05,21,1,1,1,8,8,28.376131566241384,29.22392695909366,"[10, 0, 244]",244,l,0.324643402826041,colour,0.5
05,21,1,1,1,9,9,31.235403212718666,32.35192623757757,"[47, 0, 207]",207,l,0.5933277120348066,colour,0.5
05,21,1,1,1,10,10,34.36047228332609,35.63190208678134,"[51, 0, 203]",203,l,0.7482648165896535,colour,0.5
05,21,1,1,1,11,11,37.6416422710754,38.679897237801924,"[71, 0, 183]",183,a,0.5149466202128679,colour,0.5
05,21,1,1,1,12,12,40.68851693277247,41.47988494997844,"[13, 0, 241]",241,l,0.26803013239987195,colour,0.5
05,21,1,1,1,13,13,43.50093400361948,44.27986439107917,"[11, 0, 243]",243,l,0.25638570659793913,colour,0.5
05,21,1,1,1,14,14,46.297833969816566,47.11985731776804,"[14, 0, 240]",240,l,0.2986823122482747,colour,0.5
05,21,1,1,1,15,15,49.14154794532806,50.19186914572492,"[36, 0, 218]",218,l,0.5269490510690957,colour,0.5
05,21,1,1,1,16,16,52.20403502229601,53.11986716394313,"[15, 0, 239]",239,l,0.3924816537182778,colour,0.5
05,21,1,1,1,17,17,55.14153022225946,56.3518632221967,"[40, 0, 214]",214,l,0.6869281614199281,colour,0.5
05,21,1,1,1,18,18,58.36030411138199,59.160132709890604,"[1, 0, 253]",253,l,0.2766269841231406,colour,0.5
05,21,1,1,1,19,19,61.17276923148893,61.943825079128146,"[81, 0, 173]",173,a,0.24767621513456106,colour,0.5
05,21,1,1,1,20,20,63.95397604396567,64.61583359888755,"[55, 0, 199]",199,a,0.13865515287034214,colour,0.5
05,21,1,1,1,21,21,66.62578606558964,67.42380455182865,"[4, 0, 250]",250,l,0.27461679838597775,colour,0.5
05,21,1,1,1,22,22,69.43832286563702,70.2160449360963,"[72, 0, 182]",182,a,0.2543365303426981,colour,0.5
05,21,1,1,1,23,23,72.23517320700921,73.0238150281366,"[94, 0, 160]",160,a,0.26531811454333365,colour,0.5
05,21,1,1,1,24,24,75.03212240384892,75.84779460495338,"[63, 0, 191]",191,a,0.29236149159260094,colour,0.5
05,21,1,1,1,25,25,77.86019521323033,78.62383810756728,"[83, 0, 171]",171,a,0.24045663978904486,colour,0.5
05,21,1,1,1,26,26,80.6414036010392,81.42374980752356,"[28, 0, 226]",226,l,0.25898311543278396,colour,0.5
05,21,1,1,1,27,27,83.43824842874892,84.23177865589969,"[16, 0, 238]",238,l,0.27014705003239214,colour,0.5
05,21,1,1,1,28,28,86.25074033043347,86.96778149786405,"[99, 0, 155]",155,a,0.1936993442941457,colour,0.5
05,21,1,1,1,29,29,88.98495196457952,89.75976351951249,"[87, 0, 167]",167,a,0.25144334393553436,colour,0.5
05,21,1,1,1,30,30,91.76636357652023,93.04774072696455,"[89, 0, 165]",165,a,0.7579821581020951,colour,0.5
05,21,1,1,1,31,31,95.06320387497544,95.87177032209001,"[82, 0, 172]",172,a,0.2852569189853966,colour,0.5
05,21,1,1,1,32,32,97.89132079505362,98.58376278867945,"[79, 0, 175]",175,a,0.16912183165550232,colour,0.5
05,21,1,1,1,33,33,100.59443008434027,101.87172502977774,"[74, 0, 180]",180,a,0.7541886414401233,colour,0.5
05,21,1,1,1,34,34,103.89129046909511,104.84773040818982,"[90, 0, 164]",164,a,0.4330512483138591,colour,0.5
05,21,1,1,1,35,35,106.85999632137828,109.78378571034409,"[62, 0, 192]",192,a,2.400511368410662,colour,0.5
05,21,1,1,1,36,36,111.7975088506937,112.61568315001205,"[39, 0, 215]",215,l,0.2948856451548636,colour,0.5
05,21,1,1,1,37,37,114.62558678002097,115.43968084361404,"[48, 0, 206]",206,l,0.29073333577252924,colour,0.5
05,21,1,1,1,38,38,117.45370645681396,118.32770200399682,"[6, 0, 248]",248,l,0.35067105293273926,colour,0.5
05,21,1,1,1,39,39,120.34428839851171,121.15171820856631,"[25, 0, 229]",229,l,0.28425103868357837,colour,0.5
05,21,1,1,1,40,40,123.1724167400971,123.98370190011337,"[29, 0, 225]",225,l,0.287938610650599,colour,0.5
05,21,1,1,1,41,41,126.00060809683055,126.91165738296695,"[97, 0, 157]",157,a,0.38782561640255153,colour,0.5
05,21,1,1,1,42,42,128.9223983278498,129.7916527672205,"[34, 0, 220]",220,l,0.34600241272710264,colour,0.5
05,21,1,1,1,43,43,131.8129822385963,132.91161051555537,"[66, 0, 188]",188,a,0.5752962997648865,colour,0.5
05,21,1,1,1,44,44,134.92238926934078,136.24765927973203,"[57, 0, 197]",197,a,0.8019620575942099,colour,0.5
05,21,1,1,1,45,45,138.26613770634867,139.0636504953727,"[75, 0, 179]",179,a,0.27412173501215875,colour,0.5
05,21,1,1,1,46,46,141.07862448785454,141.83162489859387,"[64, 0, 190]",190,a,0.2299583035055548,colour,0.5
05,21,1,1,1,47,47,143.84421770344488,145.34364328021184,"[54, 0, 200]",200,l,0.9762601961847395,colour,0.5
05,21,1,1,1,48,48,147.3598563093692,148.1437554473523,"[24, 0, 230]",230,l,0.26064514205791056,colour,0.5
05,21,1,1,1,49,49,150.1566971987486,151.07957562385127,"[58, 0, 196]",196,a,0.3995878016576171,colour,0.5
05,21,1,1,1,50,50,153.09419554960914,153.79960528830998,"[0, 0, 254]",254,l,0.18227704730816185,colour,0.5
05,21,1,1,2,1,51,168.46830984111875,169.26362142967992,"[0, 0, 254]",254,l,0.2712155517656356,colour,0.5
05,21,1,1,2,2,52,171.28164969128557,172.4716153834015,"[94, 0, 160]",160,a,0.6666762502864003,colour,0.5
05,21,1,1,2,3,53,174.4847977743484,175.06357212015428,"[6, 0, 248]",248,l,0.05542307021096349,colour,0.5
05,21,1,1,2,4,54,177.07849136833102,178.3276535612531,"[44, 0, 210]",210,l,0.7261602580547333,colour,0.5
05,21,1,1,2,5,55,180.3440997467842,181.23952677147463,"[12, 0, 242]",242,l,0.3722640071064234,colour,0.5
05,21,1,1,2,6,56,183.25032246066257,184.08746985602193,"[84, 0, 170]",170,a,0.3137898182030767,colour,0.5
05,21,1,1,2,7,57,186.09405455295928,187.40747139998712,"[87, 0, 167]",167,a,0.7902735215611756,colour,0.5
05,21,1,1,2,8,58,189.42214843304828,190.7034988021478,"[59, 0, 195]",195,a,0.7579699489288032,colour,0.5
05,21,1,1,2,9,59,192.71909506991506,193.5594582108315,"[88, 0, 166]",166,a,0.31710166204720736,colour,0.5
05,21,1,1,2,10,60,195.57850534981117,196.37555025075562,"[9, 0, 245]",245,l,0.2741292181890458,colour,0.5
05,21,1,1,2,11,61,198.3908381378278,199.18353341310285,"[97, 0, 157]",157,a,0.26933848578482866,colour,0.5
05,21,1,1,2,12,62,201.20329459337518,201.95149166882038,"[41, 0, 213]",213,l,0.22481547389179468,colour,0.5
05,21,1,1,2,13,63,203.96893625170924,204.77547124540433,"[3, 0, 251]",251,l,0.2832282225135714,colour,0.5
05,21,1,1,2,14,64,206.7814285471104,207.65545835881494,"[61, 0, 193]",193,a,0.3506474222522229,colour,0.5
05,21,1,1,2,15,65,209.67190572596155,210.6634672000073,"[96, 0, 158]",158,a,0.4681038602720946,colour,0.5
05,21,1,1,2,16,66,212.67201915336773,213.46339977369644,"[89, 0, 165]",165,a,0.2680529754143208,colour,0.5
