id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,trialtype,colourfreq
12,21,1,2,Practice,1,NA,5.907684681005776e-06,0.86419433633273,"[0, 0, 254]",254,a,0.3085245653783204,colour,0.5
12,21,1,2,Practice,2,NA,2.8759636432660045,9.9442160136241,"[71, 0, 183]",183,a,6.545225756592117,colour,0.5
12,21,1,2,Practice,3,NA,11.956333086782251,12.584237013506936,"[41, 0, 213]",213,a,0.10168440156849101,colour,0.5
12,21,1,2,Practice,4,NA,14.600026702770265,19.672209658529027,"[60, 0, 194]",194,a,4.550077154490282,colour,0.5
12,21,1,2,Practice,5,NA,21.692501010213164,22.672256920064683,"[98, 0, 156]",156,l,0.4566769145458238,colour,0.5
12,21,1,2,Practice,6,NA,24.692451385591994,25.616221265954664,"[79, 0, 175]",175,l,0.4003600542200729,colour,0.5
12,21,1,2,Practice,7,NA,27.630079927155748,28.208204447146272,"[3, 0, 251]",251,a,0.054800552330561914,colour,0.5
12,21,1,2,Practice,8,NA,30.224066997965565,30.840308743936475,"[35, 0, 219]",219,a,0.09290871983102988,colour,0.5
12,21,1,2,Practice,9,NA,32.84925574877707,33.640199412213406,"[83, 0, 171]",171,l,0.2678465511999093,colour,0.5
12,21,1,2,Practice,10,NA,35.661998013427365,37.064218597253785,"[47, 0, 207]",207,a,0.8772247388988035,colour,0.5
12,21,1,2,1,1,1,5.9292758506926475,7.192035877815215,"[47, 0, 207]",207,a,0.7385538438975345,colour,0.5
12,21,1,2,1,2,2,9.212978651179583,10.080001984984847,"[19, 0, 235]",235,a,0.3435784553439589,colour,0.5
12,21,1,2,1,3,3,12.088163660446298,13.008043521593208,"[71, 0, 183]",183,a,0.4089655943826074,colour,0.5
12,21,1,2,1,4,4,15.029041039568256,15.895990724136936,"[87, 0, 167]",167,l,0.34387147694360465,colour,0.5
12,21,1,2,1,5,5,17.90637093540863,18.720008806412807,"[98, 0, 156]",156,l,0.2901925986952847,colour,0.5
12,21,1,2,1,6,6,20.734735898542567,21.47200540987251,"[29, 0, 225]",225,a,0.21389946366252843,colour,0.5
12,21,1,2,1,7,7,23.484892058564583,24.271981936646625,"[44, 0, 210]",210,a,0.2636623288562987,colour,0.5
12,21,1,2,1,8,8,26.282003747852286,27.023998232427402,"[43, 0, 211]",211,a,0.21850707072007935,colour,0.5
12,21,1,2,1,9,9,29.032255612502922,29.719998566404684,"[88, 0, 166]",166,l,0.16430870928161312,colour,0.5
12,21,1,2,1,10,10,31.735545646384708,32.51205957161437,"[25, 0, 229]",229,a,0.25312851755006704,colour,0.5
12,21,1,2,1,11,11,34.52015350550937,35.279994738215464,"[39, 0, 215]",215,a,0.2365972158149816,colour,0.5
12,21,1,2,1,12,12,37.29213504830841,38.08000159113726,"[0, 0, 254]",254,a,0.26963106846960727,colour,0.5
12,21,1,2,1,13,13,40.09649784053909,40.78402181593992,"[90, 0, 164]",164,l,0.16407555231126025,colour,0.5
12,21,1,2,1,14,14,42.7998264713533,43.56000680566649,"[84, 0, 170]",170,l,0.23679256354807876,colour,0.5
12,21,1,2,1,15,15,45.58128040985321,46.304054804495536,"[94, 0, 160]",160,l,0.19931100540270563,colour,0.5
12,21,1,2,1,16,16,48.31588161297259,48.91201672113675,"[99, 0, 155]",155,l,0.07277175586204976,colour,0.5
12,21,1,2,1,17,17,50.925466963788494,51.88802794103685,"[74, 0, 180]",180,l,0.43920195726968814,colour,0.5
12,21,1,2,1,18,18,53.89622978880652,54.67202021849516,"[31, 0, 223]",223,a,0.25239872047677636,colour,0.5
