"","id","age_group","condition","a","t0","sv","sz","z","v_1","v_2","v_3","v_4","v_5","loglik","convergence"
"13",47,"YA","Decreasing",2.25427960953497,0,1.40987173244003,2.04114741501939,0.489369759418842,-3.83871340602575,-0.699654670564267,3.1292041039077,3.8713348275749,3.72572834832232,209.098655356606,0
"14",48,"YA","Decreasing",3.05849567679137,0,1.10069840154256,0.905814452192267,0.488955838597645,-3.63209419304651,-2.82960334386933,2.49007935667055,3.80904103402987,3.89948270104881,48.3812100877463,0
"15",49,"YA","Decreasing",2.65567709749891,0,1.09910240864808,1.82442767616326,0.468655178665012,-2.92924527571268,-2.93551156090146,-0.558177652924193,1.82680122855058,2.69626970769251,516.418557165067,0
"16",50,"YA","Decreasing",2.13785513802324,0.0847723439704645,8.50434446865777e-08,0.259074562990277,0.53727717154243,-2.67724881256548,-2.58079485675299,-0.3930272656277,1.75167214259634,2.40565265361413,69.6391678442953,0
"17",53,"YA","Decreasing",1.46350692001779,0,1.19888258454934,0.564268642493365,0.51758327054282,-4.13189663140047,-1.38558192403239,2.0498369574506,2.89618286114754,3.34364665101106,-231.888885132976,0
"18",61,"YA","Decreasing",1.15946767849608,0,1.45036450481197,0.717560369252279,0.519470985366013,-5.64451013700707,-4.27503358467993,1.88512779743286,3.9073985903732,3.8716853052942,-636.409091907914,0
"19",68,"YA","Decreasing",2.04456567476687,0,0.535334332205967,0.84687178348403,0.522169571504225,-1.99297506966528,-1.09083927168978,0.894812208184714,1.72368960108941,1.79627348605321,511.702470166783,0
"20",69,"YA","Decreasing",1.52990568536585,0,0.677452935408339,0.67370048235399,0.527341657894737,-3.33275370843192,-3.18710869086276,-2.36903205931847,0.900033201500192,2.86349488710712,-253.066036467179,0
"21",74,"YA","Decreasing",2.15577643199128,0,1.38965265022395,1.53439452390688,0.432388001959174,-3.19835273972551,-3.26188551338531,-0.47849895437381,2.01666379229456,3.61226096829176,246.35187875528,0
"22",76,"YA","Decreasing",3.10220924643768,0,1.21482854627305,2.3480647700697,0.450781450402772,-3.09922832045261,-1.57374183191992,2.29494884645148,3.01550824465693,2.80710660139193,607.8274864409,0
"23",78,"YA","Decreasing",1.96616459284416,0,0.47547145811891,0.465053452267167,0.549795707043878,-2.61296288775719,-2.77274420018975,-0.539180423748697,0.754987997440213,2.03362783616446,156.050535075522,0
"24",80,"YA","Decreasing",1.94756968961702,0,0.95685989304639,1.22294976316395,0.524416764032244,-3.21022762912294,-3.21661290658947,-1.19791317428133,1.98422393525667,2.92284484342826,101.73074469658,0
"25",81,"YA","Decreasing",2.54523373461835,0,2.61639949776944,1.94023675095055,0.523314394189635,-5.35973701927263,-3.42511603088022,2.74250742659603,5.06481348088836,5.66436793489998,117.592831149766,0
"26",51,"YA","Stable",2.89615543347955,0,1.3918651866413,2.60621434944007,0.504193326107673,-3.88136924241573,-3.48432447570316,0.638365895288635,4.30946838871207,4.02212705753087,247.206743261697,0
"27",52,"YA","Stable",2.25407843027525,0.0747627416237395,0.500570206801313,0.293780723924906,0.468303867990594,-3.65340082831615,-3.59208895881088,-0.142378031526713,3.49020999246413,3.57471614090725,-335.120251090151,0
"28",54,"YA","Stable",2.00302672059937,0,0.943532563418141,1.05381026490756,0.463707758146949,-2.53442495751246,-2.8946483720677,-1.27480399073623,1.42773959608566,3.03172291909898,197.852118909156,0
"29",55,"YA","Stable",2.59871407856785,0,0.827088288368736,0.596651811270924,0.480118722239071,-3.58408445643777,-3.64981967618196,-1.21385620666058,3.53090446417874,4.00237449607625,-221.40890529093,0
"30",56,"YA","Stable",3.11866110404471,0,1.17451558789966,2.2443793477467,0.522889899324386,-3.38019571193656,-2.97280304899525,-0.297601142547415,2.98384129867557,3.09954845646606,474.608068783815,0
"31",57,"YA","Stable",1.66993744955481,0,1.26179628526528,1.16739979265009,0.52297061952429,-4.42452020957175,-3.56405778614122,1.05818717565579,3.77217479107015,3.50258670765773,-248.172752679331,0
"32",58,"YA","Stable",1.7090990097166,0,1.39229908940802,0.936896731161935,0.472741742102997,-3.57607558937954,-3.67348624930009,-0.841940341715181,2.41678694615007,3.29451046124934,-67.2663182774728,0
"33",59,"YA","Stable",2.215341584909,0,0.732334296549858,0.838385356510683,0.493714572015614,-3.15082686547147,-2.04372714147568,1.12029797607468,2.94216150263024,2.90408524935513,58.6514998050405,0
"34",60,"YA","Stable",4.90536317512925,0,8.30482540304306,4.79836320006203,0.497137889747243,-13.2485517716197,-3.75275491289402,11.9620010662815,12.8956922414476,14.0798589942548,126.754599965007,0
"35",62,"YA","Stable",1.87631987973172,0,0.817334530140423,0.736240164344714,0.464772055068647,-2.45866115269359,-2.19851852677466,-0.500965777205473,2.01336399118888,3.08896910762075,97.9509770766874,0
"36",63,"YA","Stable",2.0546601654071,0,1.67396440946021,1.56374085222699,0.496565564255965,-4.07695332507287,-3.75164239721755,-0.162411349828226,3.67466777708447,4.20280584997371,8.22854029849326,0
"37",64,"YA","Stable",3.75771076170809,0,2.85816328167849,3.39936448245655,0.498591233453175,-4.69584371902368,-5.01591904723489,-1.68921232970531,3.81263850656989,5.17643871493538,564.310498556427,0
"38",65,"YA","Stable",3.16984934434195,0,0.951387109055672,0.766350476008354,0.489633700444827,-2.55869324699214,-2.4138475671335,-1.13083152153924,2.25995613779983,2.54063521472427,454.664597093384,0
"39",66,"YA","Stable",2.22921442487347,0,1.23721489404605,2.01999585789976,0.494918688866562,-3.58291899057998,-3.51143807936585,-2.47956218290144,2.24691323000982,3.45722210983483,178.245348201759,0
"40",67,"YA","Stable",1.36689370520358,0,0.747234324871616,0.942568979255237,0.518524233100274,-4.19230777788741,-3.72607108234094,-2.28704828980909,2.88268750718732,3.89047414413855,-452.399728914982,0
"41",70,"YA","Stable",3.00151646425913,0,1.14196879075095,0.853304632260195,0.519150736877378,-4.62490014572011,-3.41806945997184,1.2925355256379,4.31820994841855,4.36218110905322,-152.502200205487,0
"42",71,"YA","Stable",2.44926924540162,0,2.36530448500341,1.96606590662641,0.491501979209851,-5.93805665194465,-5.27379545905278,0.435179155852557,5.53858232188855,6.0494644669852,-147.448709475947,0
"43",73,"YA","Stable",1.91352320029057,0,0.894105359788183,1.1837503648492,0.506311233362967,-3.68110994993732,-3.32785568603227,0.435326221600251,3.52040951229809,3.88125378370496,-171.246372823689,0
"44",84,"YA","Stable",2.36521347835785,0,1.31852435625902,1.3549317592927,0.480202797333233,-3.65769963432499,-2.02697014717908,2.34998693765064,3.74294247313465,3.71234625062721,62.5520730162362,0
"45",85,"YA","Stable",3.74909133655817,0,2.76603328960493,3.3497509752199,0.49582696999138,-7.60837946993099,-7.14942680434701,-3.27735746798625,6.65294767610171,7.91357264768805,-61.2450411910015,0
"46",86,"YA","Stable",2.81924009664986,0,1.85534524470744,1.98068682273164,0.558226483896113,-7.45090286294883,-5.63927674181185,1.50642946295226,6.66948397002518,6.6325861466189,-328.615550743459,0
"47",87,"YA","Stable",2.21786171490107,0,1.21011511298762,1.29984135646565,0.507236840097645,-4.63697196746711,-1.65326380736721,2.93342160179373,4.29278616489257,4.56413225721367,-204.28945883876,0
"48",88,"YA","Stable",5.26583821418246,0,10.480197280345,4.90925859518274,0.503277796637281,-20.2358389391706,-18.8720044063066,-10.6763923593385,6.64880331185541,18.5233183838763,54.5742538094247,0
"49",89,"YA","Stable",3.2308173145526,0,3.90171296520949,3.12838065427928,0.494660146225479,-8.49158571200599,-8.58997711834991,1.64202018309096,8.07048258163725,8.71763251395448,-137.563328746638,0
"50",90,"YA","Stable",1.60621327491788,0,4.27187204421311e-07,0.531885629426991,0.482595407275342,-3.55247303914102,-3.16802146431592,0.880479156240181,3.39293029908953,3.42231133933595,-442.864263516229,0
