"","id","age_group","condition","a","t0","sv","sz","z","v_1","v_2","v_3","v_4","v_5","loglik","convergence"
"31",70,"OA","Decreasing",4.50537831582379,0,2.65166254480246,4.26262532444554,0.518362462166712,-5.68219507500842,-1.62955035791674,4.46941601965582,5.68080804840247,5.21738458020442,557.726265107504,0
"32",73,"OA","Decreasing",2.20336907331455,0,2.87547877393599,1.48848922597132,0.49458932465084,-6.01817588931468,-0.94231065148266,2.95161865144084,4.603960649926,4.93185351481399,175.036426337498,0
"33",74,"OA","Decreasing",1.93249081675698,0,1.35394828144999,1.6930956940535,0.504025676295049,-4.31368028270702,-1.24992302650545,3.23070753847727,3.21384060332886,3.39870661028806,25.5753768831413,0
"34",75,"OA","Decreasing",2.71868785276264,0,0.671054572930733,0.778822229802181,0.270539460925718,-1.78251787129685,-1.61086052712745,-0.350680849652503,1.10039993037965,2.44411129107061,526.582589268018,0
"35",76,"OA","Decreasing",5.5700299062871,0,1.4239603825147,4.72472902437973,0.533801365830799,-3.53269863283004,-2.19684467074196,1.93899111394389,3.40202550858272,3.63370727098823,1017.36738965416,0
"36",77,"OA","Decreasing",3.4797962539472,0,1.22513777310018,2.70795140593086,0.51691021463009,-2.6416309704974,-2.23230592159997,1.37965653041176,2.4624441454224,2.35713034704105,841.031873003195,0
"37",78,"OA","Decreasing",4.31326444715902,0,2.58785770774853,4.03702090245072,0.522618117494684,-5.5799818027588,-0.809041280012235,4.8980203110903,5.93752359016457,4.99857783549588,587.708383343662,0
"38",79,"OA","Decreasing",3.07592435728716,0,1.28502958952442,2.59411681170052,0.54736373191063,-4.01593793365484,-1.77440693926889,2.14376025918011,3.0296284419865,3.0667232995316,500.690838509324,0
"39",80,"OA","Decreasing",7.60502466611905,0,3.97755288263382,7.55753664658363,0.503122139062491,-5.87758376693857,4.30323391329974,6.6531791738136,2.81993902072798,1.57823648423795,1092.24568887907,0
"40",9,"OA","Decreasing",1.7201538842749,0,0.348937958369389,0.601488148713379,0.433316011105089,-2.28424929278697,0.249074567003472,2.57017072549541,2.42714930991811,2.43115665932427,20.3818531160797,0
"41",1,"OA","Stable",4.32497735550693,0,12.7227036501556,4.17982060509122,0.507123263136024,-19.1841461147875,-8.82201231665384,10.1288920254671,17.4171982382407,16.5197115194937,61.1447297642558,0
"42",10,"OA","Stable",3.13963884558307,0,0.760982380411847,1.94857170351477,0.506862100174311,-2.38303386891511,-2.01997742600117,0.212928727712146,2.28304164856834,2.57255162302586,597.505677503599,0
"43",12,"OA","Stable",4.22192919196195,0,1.69372245728618,2.81010824880748,0.486428350284983,-3.8362259572627,-3.60227883506985,-2.33521919623252,2.1147186129576,4.15231066310494,697.322337165058,0
"44",13,"OA","Stable",3.22801278603422,0,1.37286637966954,2.3220752252839,0.487014776892953,-2.91968769528687,-2.25528957531403,1.24988247991574,2.92048987522953,3.24720007221537,581.11187289718,0
"45",19,"OA","Stable",2.22718014737426,0,2.69860485152561,1.98226057694166,0.481843741698247,-3.69002467999897,-4.83838261843698,-3.32243478403491,2.85979493097013,5.29234370816588,127.629054715856,0
"46",2,"OA","Stable",4.72468582052079,0,1.11926019057016,4.66355675121651,0.502907457749489,-2.95988613852313,-2.75016202521114,0.0532719969078158,2.94979285934863,2.86975046455262,877.22570733938,0
"47",21,"OA","Stable",3.38173272637608,0,3.25787995195928,3.22648013930239,0.505317810578488,-4.88893851213971,-2.74527424267736,2.00631696568964,3.87222272761233,3.6466658263467,725.118489561525,0
"48",22,"OA","Stable",2.08530293351466,0,2.32803274537018,1.44625011059579,0.47070645238158,-6.18199551537279,-6.26371453129895,-4.8009086776883,2.63816769107813,5.28004073543881,-238.791368204757,0
"49",24,"OA","Stable",1.93893595024237,0,0.729232245705413,1.70304564807852,0.521304692742144,-2.00135106538891,-1.40815035772445,0.108556199874634,1.40540193910011,2.09721330891332,484.159922668077,0
"50",25,"OA","Stable",4.91381720614036,0,2.53938582229273,4.4288634013063,0.486864819266418,-5.87138069106154,-3.64126386712968,2.17224372643477,5.10415117468915,4.9557631929941,644.609108162611,0
"51",3,"OA","Stable",5.4268927223722,0,15.4965528982032,5.17395358079329,0.517885133737627,-18.7665576741635,-15.5093559140531,0.603919863233505,18.0686059498629,18.4166094791506,360.539682092541,0
"52",33,"OA","Stable",4.25083791176194,0,6.52148013623451,4.12231717407585,0.507992054766272,-12.5431755812553,-11.738972435975,4.74786702200323,9.42660797563788,9.11712767265749,206.564754244345,0
"53",36,"OA","Stable",3.56868023685723,0,1.85828625501993,3.3890200838556,0.512711597237373,-3.61550525767742,-1.07266935470742,1.97639081568507,2.64162619822475,3.75361478940173,781.812417678596,0
"54",37,"OA","Stable",3.22957277896385,0.00117298478925519,0.0475206500774514,3.18577762758913,0.506780330938079,-1.63645123177843,-1.78652966533329,-2.1372697428521,-1.82570315325943,-1.60412764224451,732.928405182041,0
"55",38,"OA","Stable",7.13968646190991,0.000213002098571436,19.6360895049718,7.07180998662492,0.504068594012628,-33.1544066807224,-21.2852644871883,13.3609056977888,29.6881734737763,30.4564738847642,18.9796244872237,0
"56",39,"OA","Stable",1.63018584374751,0,0.556813729395908,0.736281069428834,0.485777740708981,-2.47423932585464,-2.10580014726801,-0.512793810180903,1.80462877292315,2.16925624427077,136.256395785168,0
"57",4,"OA","Stable",3.21802717640506,0,0.656411968317421,2.38703410662496,0.513694980286396,-2.86785031250779,-3.04588709489437,-2.17481586235862,0.753899974709691,2.79728110886724,534.279232513743,0
"58",41,"OA","Stable",3.30056698238141,0,0.513941457845987,1.03586599669615,0.619589043416642,-3.52527837186537,-3.29996603404275,-0.90202262789382,1.91220551910279,2.3019203196611,271.181329806386,0
"59",43,"OA","Stable",4.07810796253547,0,1.67683447601498,3.78949783571459,0.507253651318993,-3.94959715087501,-3.29598712155711,1.10673503569881,3.65083446349866,3.9502454476254,642.201695179333,0
"60",44,"OA","Stable",4.1846397593581,0,2.7852724892087,4.02333705587698,0.502355306475019,-5.82511955440475,-1.64449373979707,4.95593911812119,4.83391329700097,4.83330501360168,540.855410119783,0
"61",46,"OA","Stable",5.90966506453379,0,16.4087853583031,5.85655836731766,0.495506792980576,-20.5346602973712,-21.0447570318756,-14.077902397947,14.7599966756961,23.6680139529044,232.010487318629,0
"62",47,"OA","Stable",4.65120513012531,0,7.78396942837758,4.40726254409416,0.512638778868835,-12.7626525825207,-6.33882134453081,5.97069516096888,10.7171517300615,12.3355048359769,340.986329986895,0
"63",49,"OA","Stable",1.78346035682724,0,1.75244780663447,1.17385867709258,0.493704618558134,-4.39635426232055,-3.51166841988487,-0.955099529372898,1.37865463135026,3.41465355057381,125.911582823919,0
"64",51,"OA","Stable",2.76716551486669,0,3.83138146001081,2.6074316045683,0.513943991434259,-5.6357543316586,-5.15622200678666,-1.02971218341244,4.46428686430131,6.36792233417577,277.040823413395,0
"65",56,"OA","Stable",2.93850018665164,0,0.847330517622485,2.71069019335613,0.502417957080448,-3.13159155788097,-3.09034564102268,0.636404659154114,3.37864787925867,3.42709718439038,311.364065285554,0
"66",58,"OA","Stable",2.91971162397406,0,2.57454655560406,2.64911600616366,0.507076225927785,-4.80420136439069,-4.49347751651157,-0.195945981951144,5.16265938717028,5.46324357902746,212.806980868856,0
"67",6,"OA","Stable",5.4540716747713,0,1.61775618094782,4.14843114387609,0.497363009374157,-5.33718925150653,-4.84345908502591,0.440784360345557,5.02270958849553,5.04792324768005,443.064717000471,0
"68",60,"OA","Stable",3.62198541578955,0,5.24482659697524,3.18786921440376,0.492928939588997,-6.13978615216847,-6.20030569762189,-2.98217216103945,3.20208996739659,5.71100802746753,517.800277476888,0
"69",61,"OA","Stable",2.94682259119281,0,3.08293938562089,2.72430100997549,0.493498875290851,-6.02538410520792,-6.29832600420436,2.35222326836896,6.39939886806353,6.93661778127066,19.8518717791821,0
"70",62,"OA","Stable",3.28766261816831,0,1.85468352239056,3.23273369787686,0.500663228735792,-3.96294576969407,-2.31216593679677,2.19077902821905,3.33765412621045,3.18032884600092,630.284304015412,0
"71",63,"OA","Stable",3.31027848490304,0,1.40475620869115,2.38048350972074,0.466875928565802,-3.08975045599678,-2.97641748910848,1.25640455425212,3.2623301375835,3.98454131375665,456.881487254736,0
"72",64,"OA","Stable",3.59814008553192,0,1.19401473621013,2.66203172065054,0.524792630875733,-4.70543420176681,-1.89184758571091,1.79395785015426,3.81174846213353,3.7187409787236,392.573105900919,0
"73",65,"OA","Stable",2.9457976334965,0,1.74230541350195,2.44267395235588,0.512668445857881,-4.96683623285742,-4.79891796371022,-1.12482213774302,4.22671735828859,4.88083522819279,76.6812070445467,0
"74",66,"OA","Stable",2.88393960073622,0,1.03186108297979,2.35706912084707,0.495694480021156,-3.69186198939966,-3.17243174094687,0.874176031016184,3.40762535421597,4.1263150954196,237.177185667361,0
"75",67,"OA","Stable",6.48602736730807,0,1.50347685912862,6.18166291076256,0.496338201438332,-3.35537393357816,-2.56691354915145,0.995435656808746,3.33148007427895,3.42130748810699,1115.37005450477,0
"76",68,"OA","Stable",3.67746393876925,0.0312736576815289,0.362953876215168,0.899211933589744,0.503215846609035,-2.25758453642778,-1.03667662610073,1.71255153180154,2.0413663624148,2.0351471637248,550.426367115067,0
"77",7,"OA","Stable",2.56111775108403,0,0.463471484035128,1.11061436279237,0.515004996134632,-3.01067339930584,-2.11596300942145,1.32640933935145,2.35686020481489,2.95151736904851,136.688722734369,0
"78",71,"OA","Stable",2.55631549348859,0.00488015634551924,0.369911533843319,1.12897097604558,0.473563132937398,-1.92356969161651,-1.86847959940233,0.763077080167499,1.77608311932787,2.17724516908336,455.700248167896,0
"79",72,"OA","Stable",3.93348609167163,0,1.67167931545143,3.24389440329761,0.513405141538836,-4.18571206397972,-2.5807896353742,2.2623802434442,4.18203495449924,4.14562066038963,492.510028883204,0
"80",8,"OA","Stable",3.07815376792408,0,2.8596322388537,2.84885678513962,0.514457118540294,-5.0048143691635,1.9688340937403,5.43533302256292,5.35476970120851,5.34195176931429,229.62822498478,0
"81",101,"YA","Decreasing",1.7325607886683,0,1.84604536044992,1.56425234109539,0.516941332444515,-4.45061086001702,-4.90079473957466,0.796897658080499,3.25051132774172,4.40523300224864,-151.482664736226,0
"82",102,"YA","Decreasing",3.7352276499364,0,1.2741935534384,3.27169856016206,0.508949677836888,-4.08835214735124,-3.34003849727914,2.02904727856341,4.17636818530465,4.55195589257126,440.959512112095,0
"83",106,"YA","Decreasing",1.11763313375133,0,1.95012860233734,0.824820174785678,0.515339001331484,-5.16884444098993,-0.518350462273683,4.09518917621755,5.03191339690011,4.64254260029087,-615.54851302191,0
"84",108,"YA","Decreasing",1.87712918718796,0,1.59096476044918,1.62458356180832,0.51350933876648,-4.59979780143841,-0.823488685767706,3.56523398859473,3.52553102029745,3.24252927811467,-5.45783260011384,0
"85",111,"YA","Decreasing",2.18141730872124,0,0.76923912491188,1.59949776460136,0.491894934024087,-2.66250146155393,-2.69512501598645,0.0249875624752817,2.11136441021373,2.68439140989584,343.842976509428,0
"86",112,"YA","Decreasing",1.36964969448323,0,1.45539208192721,0.961075192805804,0.537926926324647,-4.42376759677523,-0.032873946834358,3.28427734375217,3.20588253213064,2.83276545681606,-238.076695489045,0
"87",113,"YA","Decreasing",1.88333673311286,0,4.352009682877,1.6864045107346,0.503963649413918,-8.28050486124948,-1.0932532495196,7.92937115309992,6.25382742695856,5.39476321719202,-282.715749425776,0
"88",117,"YA","Decreasing",1.53402463330994,0,0.892523522764389,1.40615398045598,0.5096067876307,-2.94349344014263,-1.9042299471536,0.765118299569391,2.29037567482101,2.9002829241665,63.1915319946133,0
"89",118,"YA","Decreasing",2.32021545131036,0,1.91459642174773,2.0516006453356,0.489732609392179,-3.76371227839701,-1.43016913701663,2.9617060515426,3.72899078870501,3.96261735691063,292.040225173735,0
"90",119,"YA","Decreasing",2.98321583019138,0,4.40498964416727,2.83604475109888,0.512525413173498,-7.30913432348822,-5.00992178812451,4.58738764482177,5.87230610785495,6.70193899665256,127.344143816851,0
"91",120,"YA","Decreasing",2.47959208937571,0,1.64403345326173,2.34597421893937,0.504134982838835,-4.82467092824177,-4.15760731835914,-4.83836013171515,-3.37879400044588,-2.84455736056867,17.9170770724876,0
"92",122,"YA","Decreasing",1.72835291812476,0,1.38273612532413,1.46572160290613,0.495399958963995,-3.56546278255461,-2.34852164506058,1.80505543515423,3.37908643990476,3.19741485297036,40.3936503116593,0
"93",123,"YA","Decreasing",2.23963704377902,0,2.12012570889792,2.12719790637167,0.504940470059802,-4.47700015435344,-3.5650438997072,2.00416946105465,4.90200488966714,4.46031552218412,107.888225393032,0
"94",127,"YA","Decreasing",6.08153429553389,0,8.01635918938897,5.99084701437244,0.494414522632464,-12.480660666832,-11.0519857927663,3.02100030993763,11.2524436454468,12.6319051289115,302.410012638273,0
"95",128,"YA","Decreasing",1.05164469869137,0,0.349399745783048,0.540622740008888,0.511402156550115,-3.45796617657874,-2.65990097995848,0.399618152674083,0.238818640247014,0.190850755550093,-295.156426509089,0
"96",132,"YA","Decreasing",1.56125159933272,0,1.34208461737733,1.32940833992844,0.507837662525743,-3.2620201511902,1.42967140279743,3.2080209110807,3.21238351048407,3.13519547465599,-69.8240120964154,0
"97",133,"YA","Decreasing",1.3877594680776,0,1.1924992406335,0.853435194654662,0.522747900953557,-3.9255053794228,-3.23996990647277,0.625890450473498,2.60671225628652,3.5222484974902,-276.24730406908,0
"98",134,"YA","Decreasing",1.93457331131104,0,1.33347392550971,1.38572521344165,0.423019550295319,-3.6379529854814,-1.50608119642655,3.34224967340162,4.44009111153443,4.42928189026561,-69.46802161262,0
"99",135,"YA","Decreasing",1.5193432932656,0,0.95676869214245,1.20796944844923,0.500843089317236,-3.6541467200886,-2.21882754696242,1.67362689481407,3.05357989008439,3.70185369097428,-122.924188049389,0
"100",136,"YA","Decreasing",1.71542490220271,0,0.793062955092889,1.27543841433258,0.573882239058029,-3.40162300938641,0.371329290224969,2.74911523460398,2.92389329417785,2.58951033341029,-16.3571417998378,0
"101",138,"YA","Decreasing",1.86527467327601,0,2.51842536976369,1.60646026266677,0.512423628891565,-5.62703186418232,-3.18529952552039,3.5980518911815,5.03679475402093,5.17492380123957,-166.008591889964,0
"102",143,"YA","Decreasing",1.87824920759839,0,0.916813193192987,1.38676279588686,0.471907646112289,-2.82181315986407,-2.35254659562505,1.1192779057275,2.35307400436718,2.96200016317087,187.248203249066,0
"103",147,"YA","Decreasing",1.74711608913668,0,0.962456747696184,1.23972690989998,0.48722811189055,-2.66890012678254,-0.316037755849256,1.8252137576078,2.78933490888195,2.85645818273166,234.453436429837,0
"104",148,"YA","Decreasing",2.77201456609491,0,4.68514555620211,2.52575099201076,0.500254965793154,-6.85955304469612,0.893737877716383,6.30766451673863,4.77165898331142,3.66704172022444,268.179458294066,0
"105",150,"YA","Decreasing",3.37700105621719,0,3.40341412231564,3.29133867712622,0.505171627756243,-6.53437642540955,-2.97253625397597,3.51870815173596,5.13264729224224,5.52439123712775,376.51577816184,0
"106",151,"YA","Decreasing",1.91502459457815,0,1.64491133320748,1.71930198174582,0.502880065844681,-5.09125701145224,0.382317469952517,4.41713427945943,5.1462087057043,4.95567313430019,-149.957761010156,0
"107",153,"YA","Decreasing",2.85039124993398,0,7.58013684978527,2.49562400006299,0.523883886946822,-11.1791450800639,-1.20208406019849,10.0510893844283,10.3418887476722,9.49635138149904,-100.525539949137,0
"108",158,"YA","Decreasing",1.76260776706304,0,1.33487450184034,1.29281531124592,0.477998700985901,-4.44399507190293,-3.35490375140259,2.67407669827135,4.00353460336114,3.42291346587662,-226.280285262595,0
"109",159,"YA","Decreasing",2.05997713050206,0,2.76951236358143,1.78714770018758,0.518572649117171,-5.40763951322466,-4.44338664453308,1.22385712351519,3.35363299458043,4.74946711513677,38.5866790775506,0
"110",160,"YA","Decreasing",1.97329381124538,0,1.08518943100329,1.72430019664686,0.520580410384809,-3.56658746327295,-1.4745746092964,2.24445677896934,2.96580907662094,3.23425466758712,157.689693587627,0
"111",161,"YA","Decreasing",2.06418309811891,0,1.4408114847844,1.8001742684745,0.486128240271602,-3.64522674510046,-0.3997535336333,3.3250989861298,3.39126739416263,3.34695208212938,155.671623724763,0
"112",163,"YA","Decreasing",1.81600651178898,0,1.61434119387855,1.25264776285326,0.475926545185623,-3.47149648285748,-1.42421053112024,2.89198897932487,3.12092626665088,3.67748320949855,75.5117548520592,0
"113",164,"YA","Decreasing",3.33382305617095,0,3.59788480225764,2.91761021949564,0.503545736807405,-9.61115472643236,-6.4451068629327,3.79941361721682,7.42225224252123,8.98123743277576,-60.0914167284711,0
"114",165,"YA","Decreasing",1.7434493771105,0,3.65543000119894,1.55967597422644,0.498572878226308,-5.37362879107085,1.48236970022332,6.08720206991855,7.27468577648425,6.33332334448575,-287.886835383393,0
"115",167,"YA","Decreasing",2.3452217962647,0,2.31584235017644,1.99194089500991,0.498688051484008,-4.67839768437525,-4.20461606996055,0.865839985425622,4.05089285881453,4.28988126076632,222.183382396855,0
"116",172,"YA","Decreasing",2.05015793026153,0,8.7356999500326,1.88666364748116,0.505611503993813,-14.9241100076015,-15.6023762065806,-2.22161090074639,10.4737009753708,16.05780028958,-730.152028588351,0
"117",174,"YA","Decreasing",1.70680469355781,0,2.89936021152473,1.36897598334892,0.490039176702663,-7.07196865563628,-3.69942437037956,3.68987995932785,5.54001471195755,5.61134879042029,-323.919673371007,0
"118",176,"YA","Decreasing",1.59611085221239,0,1.84502599872324,1.22950371317726,0.509127865203873,-5.48670943173255,-0.0375078718904411,4.35846487777361,4.34417074864634,4.42711452289616,-300.103775659708,0
"119",178,"YA","Decreasing",1.61989673102823,0,2.73405624269513,1.44836607384988,0.512170377972842,-6.70791095775425,-2.59978242175645,5.03660597992289,5.41358955548703,5.38164385813024,-405.102872808919,0
"120",179,"YA","Decreasing",1.2482287384827,0,1.33516750651082,0.921782707411416,0.524025177447642,-4.50982861640575,-0.37892724616003,4.4497210871808,4.1069079188759,3.9595709342049,-512.468017837394,0
"121",103,"YA","Stable",2.30552788740377,0,2.28945110600824,2.02997372730154,0.517504137459786,-5.23945647712222,-4.4970890193473,-0.637920355166402,3.84150141362465,4.45297078495375,75.8613869120113,0
"122",104,"YA","Stable",2.63745583053479,0,2.53473371498623,2.45564997411613,0.491427230353687,-7.41394658173868,-5.1632974293766,3.65070501721616,7.13614554288198,7.54124507171994,-280.221185555398,0
"123",105,"YA","Stable",2.30496636492574,0,2.06197693301566,1.95375503729754,0.538818667845124,-4.94865945764771,-3.38855470466268,1.8408946017901,4.09843022521835,3.92498346753574,120.521105748452,0
"124",107,"YA","Stable",2.61353575568241,0,1.96720949421552,2.4493654704479,0.518625922363381,-5.11398355629147,-4.67862139881253,1.83153367886998,4.97552418231561,4.95987920355058,-14.2925036257784,0
"125",109,"YA","Stable",2.51182287114049,0,2.00824969363367,2.31757856514324,0.509186382792774,-3.63979316218796,-3.3684485029091,-0.335723532911551,3.89597775503547,4.30667413051141,258.5121698404,0
"126",110,"YA","Stable",1.67794229669037,0,1.21380632696446,1.35047671623866,0.529181830324363,-3.68547942823792,-3.43484224303985,-2.62623240830729,0.00380312490869316,2.99913932372209,35.936070653325,0
"127",114,"YA","Stable",1.97615160745095,0,3.16058282746498,1.83700182852671,0.491341810465003,-5.755700644549,-5.4673257477877,-1.52492011875916,6.28497128017838,6.08821263197791,-241.608973278221,0
"128",115,"YA","Stable",2.08792843806763,0,3.86504942123269,1.96962976707174,0.502277844888695,-9.64178466630709,-9.2386988981838,-0.564859123337149,8.48656287159354,9.01954311103017,-605.114852188443,0
"129",116,"YA","Stable",1.88229995038201,0,5.82173913769117,1.72489873336785,0.503559643319797,-1.62527019615654,-2.20505305919296,-0.982235549088329,0.4778192953157,1.23916023063158,213.992652844298,0
"130",121,"YA","Stable",2.88578968376796,1.10075573049775e-05,6.73763415993965,2.77175129374578,0.501496682500066,-11.8196235733991,1.81407942559339,11.4901823272271,12.3739012082414,12.9833668876658,-367.19205466976,0
"131",124,"YA","Stable",1.47940357773661,0,2.00631087007364,1.02538418871794,0.5528627296878,-5.21181170880503,-5.38400601592094,-2.2330439685204,3.87744836662383,4.88431351905832,-489.997241905891,0
"132",125,"YA","Stable",1.6322972353961,0,1.48177741086549,1.20096052823601,0.539415863287661,-4.53927557987325,-1.71102356366637,2.87800172986272,4.23861067713571,4.11990086257246,-300.474313022291,0
"133",126,"YA","Stable",2.02566329204531,0,3.63092327942316,1.82767101845679,0.504799423289707,-7.92550116220051,-7.16834266588002,-2.77671225660607,5.79135337538999,6.92794507628973,-331.098353194283,0
"134",129,"YA","Stable",2.02320540236886,0,2.00248754451991,1.65269851446358,0.49833422966189,-4.90852990855718,-4.36483695189074,2.64763948699343,4.9324756804986,5.49441468951657,-241.093859338588,0
"135",130,"YA","Stable",3.46008150074711,0,2.79148688453078,3.03150533073658,0.518017054144638,-8.12182551154828,-7.04400234736378,2.36066839390368,7.54347328697561,8.16511554334152,-174.529569894544,0
"136",131,"YA","Stable",2.21813525510695,0,1.7732606133117,1.75237468066412,0.486124041373761,-5.46994300160497,-4.64059320659199,0.791265786045516,5.26248975158658,5.32396327982406,-225.52695560961,0
"137",137,"YA","Stable",2.12528096607349,0,2.30716727338404e-08,0.502688975879499,0.44175768139052,-2.61832719738033,-2.66850213716103,-0.793696516933129,3.02935636865044,3.48341797679558,-189.918454933571,0
"138",139,"YA","Stable",1.91304656792152,0,1.72680562262817,1.56767801102673,0.499227225806898,-4.22302417562931,-4.10027475130655,-3.87163600678541,1.49256129414974,4.3005022369579,-79.1657114337089,0
